strategy,set_id,hard_count,hard_percentage_all_notes,gt_error_recall,gt_precision,pig_status,recommendable,pareto_status
blacklist,bl_span_practical__ni_k2_r1,57632,0.1133103037428655,0.04591836734693878,0.09278350515463918,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k3_r4,60798,0.11953497791086093,0.05612244897959184,0.11224489795918367,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k2_r1,62215,0.12232094231264537,0.05102040816326531,0.09900990099009901,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k2_r2,66764,0.13126473346558637,0.0663265306122449,0.1306532663316583,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable,69306,0.1362625609245391,0.05612244897959184,0.0944206008583691,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k5_r1,69681,0.13699984861026188,0.05612244897959184,0.0944206008583691,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k5_r2,70113,0.1378492040242145,0.05612244897959184,0.0944206008583691,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k5_r4,70939,0.13947320303329985,0.05612244897959184,0.0944206008583691,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k3_r1,73246,0.14400899687586632,0.058673469387755105,0.0931174089068826,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k2_r2,74172,0.14582960593447775,0.061224489795918366,0.09876543209876543,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k2_r2,74172,0.14582960593447775,0.061224489795918366,0.09876543209876543,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_step_crossing__ni_k2_r4,75055,0.14756567267179294,0.05612244897959184,0.09691629955947137,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q995__ni_k2_r4,76243,0.14990140006016267,0.05612244897959184,0.09523809523809523,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k3_r2,77152,0.15168858541035465,0.06377551020408163,0.09578544061302682,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q990__ni_k2_r4,77544,0.15245929680449685,0.061224489795918366,0.10126582278481013,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k2_r2,78497,0.15433299057648034,0.06377551020408163,0.1,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_crossing__ni_k2_r4,78673,0.15467902426364621,0.0663265306122449,0.10833333333333334,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_rate_q975__ni_k2_r4,84414,0.16596640720693798,0.0663265306122449,0.10038610038610038,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k3_r4,84448,0.16603325462377683,0.07397959183673469,0.10139860139860139,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k2_r1,85613,0.16832376170075558,0.0663265306122449,0.08904109589041095,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_two_signal_strict__ni_k2_r4,95746,0.1882462580192324,0.08163265306122448,0.11188811188811189,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k2_r2,100508,0.19760882857766393,0.08163265306122448,0.09467455621301775,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_crossing__ni_k2_r4,102481,0.2014879448548133,0.07653061224489796,0.09146341463414634,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_practical__ni_k2_r4,102481,0.2014879448548133,0.07653061224489796,0.09146341463414634,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_practical_or_rate995__ni_k2_r4,106337,0.20906922836453862,0.07908163265306123,0.09253731343283582,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_comfortable__ni_k2_r4,125951,0.24763232347858227,0.09693877551020408,0.09156626506024096,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative,182738,0.3592812723029525,0.15306122448979592,0.09615384615384616,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k5_r1,182990,0.3597767296277582,0.15306122448979592,0.09615384615384616,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k5_r2,183282,0.3603508309723743,0.15306122448979592,0.09615384615384616,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k5_r4,183817,0.3614026947373388,0.15306122448979592,0.09615384615384616,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k3_r1,185343,0.36440296409310663,0.1556122448979592,0.09667194928684628,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k3_r2,187847,0.3693260797332395,0.15816326530612246,0.09733124018838304,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k3_r4,192537,0.37854709105601225,0.16581632653061223,0.0995405819295559,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k2_r1,193540,0.38051908985275873,0.16071428571428573,0.09545454545454546,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k2_r2,203230,0.39957060365183505,0.17091836734693877,0.09738372093023256,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_span_relative__ni_k2_r4,219727,0.4320053635221511,0.18112244897959184,0.0953020134228188,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement,279540,0.5496037324451802,0.2423469387755102,0.09415262636273539,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k5_r1,279738,0.5499930203432418,0.2423469387755102,0.09415262636273539,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k5_r2,279942,0.550394104844275,0.2423469387755102,0.09415262636273539,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k5_r4,280332,0.5511608840374267,0.2423469387755102,0.09415262636273539,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k3_r1,281415,0.5532901708737941,0.2423469387755102,0.09378084896347483,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k3_r2,283269,0.5569353211920074,0.24744897959183673,0.09519136408243375,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k3_r4,286666,0.563614164574408,0.24744897959183673,0.09463414634146342,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k2_r1,287117,0.5645008758977706,0.24489795918367346,0.09293320425943853,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k2_r2,293994,0.5780217490036785,0.25,0.0937799043062201,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
blacklist,bl_hmm_disagreement__ni_k2_r4,305593,0.6008265486482076,0.25,0.0915032679738562,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated,41928,0.08243466156529125,0.04081632653061224,0.11510791366906475,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k5_r1,42349,0.08326238987379601,0.04081632653061224,0.11510791366906475,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k5_r2,42818,0.08418449100607328,0.04081632653061224,0.11510791366906475,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k5_r4,43721,0.08595987975329371,0.04081632653061224,0.11510791366906475,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k3_r1,46292,0.091014724126609,0.04336734693877551,0.1111111111111111,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families,49748,0.09780956743823004,0.061224489795918366,0.14201183431952663,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k5_r1,50181,0.09866088895267792,0.061224489795918366,0.14201183431952663,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k3_r2,50601,0.09948665116068743,0.04846938775510204,0.1130952380952381,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k5_r2,50660,0.0996026510899078,0.061224489795918366,0.14201183431952663,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k5_r4,51559,0.10137017543514719,0.061224489795918366,0.14201183431952663,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k3_r1,54100,0.10636603679360467,0.06377551020408163,0.13736263736263737,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k3_r2,58314,0.11465118428063333,0.06887755102040816,0.1377551020408163,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k3_r4,58666,0.11534325165496509,0.058673469387755105,0.11794871794871795,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k2_r1,60032,0.11802894493149123,0.05357142857142857,0.1044776119402985,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical,62225,0.12234060331759798,0.058673469387755105,0.1036036036036036,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k5_r1,62614,0.1231054164102544,0.058673469387755105,0.1036036036036036,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k5_r2,63058,0.12397836503015015,0.058673469387755105,0.1036036036036036,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k5_r4,63902,0.1256377538481502,0.058673469387755105,0.1036036036036036,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k3_r4,66137,0.1300319884550579,0.07908163265306123,0.13901345291479822,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k3_r1,66287,0.130326903529347,0.061224489795918366,0.10212765957446808,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k2_r1,67620,0.13294771548952952,0.07142857142857142,0.1222707423580786,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k3_r2,70289,0.13819523771138037,0.0663265306122449,0.10441767068273092,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k2_r2,76442,0.15029265405871955,0.0663265306122449,0.10441767068273092,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k3_r4,77773,0.15290953381791156,0.07653061224489796,0.10948905109489052,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k2_r1,79082,0.15548315936620785,0.06887755102040816,0.09608540925266904,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k2_r2,83552,0.16427162858002323,0.08418367346938775,0.11956521739130435,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k2_r2,94339,0.18547995462240058,0.08163265306122448,0.09815950920245399,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_direct_plus_corroborated__ni_k2_r4,104504,0.20546536615672573,0.08163265306122448,0.0960960960960961,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_two_of_three_families__ni_k2_r4,110739,0.2177240027446763,0.09948979591836735,0.10955056179775281,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
hybrid,hy_hierarchical__ni_k2_r4,120468,0.2368521944630678,0.09693877551020408,0.09429280397022333,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k5_r1,580,0.0011403382872512146,0.0,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k5_r2,1149,0.002259049469054561,0.0,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k5_r4,2247,0.004417827812850826,0.0,,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k3_r1,5397,0.010611044372922077,0.00510204081632653,0.11764705882352941,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k3_r2,10476,0.020596868788351246,0.012755102040816327,0.15151515151515152,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k3_r4,19824,0.03897597621804841,0.02295918367346939,0.140625,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k2_r1,21651,0.042568041822889736,0.015306122448979591,0.08450704225352113,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
integrity,mandatory_missing__ni_k2_r2,40529,0.0796840869724215,0.03571428571428571,0.109375,"unavailable: PIG v1.02 annotations are distributed by the official authors upon request; no checksum-verifiable unattended download is published. Searched: /tmp/pianovam-audit-260724.djnuaa/PIG, /workspace/PIG. The strict validity gate remains closed.",False,not_assigned_by_pipeline
