set_id,predicted_finger_id,eligible_notes,hard_count,hard_percentage
legacy_current_default__ni_k2_r1,L1,56961,3784,0.066431417987746
legacy_current_default__ni_k2_r1,L2,42151,5016,0.11900073545111622
legacy_current_default__ni_k2_r1,L3,32568,4762,0.1462171456644559
legacy_current_default__ni_k2_r1,L4,17383,3093,0.17793246275096358
legacy_current_default__ni_k2_r1,L5,41112,5194,0.12633780891223972
legacy_current_default__ni_k2_r1,R1,65498,4357,0.06652111514855416
legacy_current_default__ni_k2_r1,R2,58395,7228,0.123777720695265
legacy_current_default__ni_k2_r1,R3,48125,6854,0.14242077922077923
legacy_current_default__ni_k2_r1,R4,31856,4747,0.1490143144148669
legacy_current_default__ni_k2_r1,R5,40324,4396,0.10901696260291638
legacy_current_default__ni_k2_r1,NA,0,0,
legacy_current_default__ni_k2_r2,L1,56961,5580,0.09796176331173961
legacy_current_default__ni_k2_r2,L2,42151,6306,0.1496049915778985
legacy_current_default__ni_k2_r2,L3,32568,5706,0.17520265291083273
legacy_current_default__ni_k2_r2,L4,17383,3656,0.2103204280043721
legacy_current_default__ni_k2_r2,L5,41112,6444,0.15674255691768826
legacy_current_default__ni_k2_r2,R1,65498,6531,0.09971296833491099
legacy_current_default__ni_k2_r2,R2,58395,8926,0.15285555270142992
legacy_current_default__ni_k2_r2,R3,48125,8187,0.17011948051948053
legacy_current_default__ni_k2_r2,R4,31856,5756,0.18068809643395278
legacy_current_default__ni_k2_r2,R5,40324,5670,0.1406110504910227
legacy_current_default__ni_k2_r2,NA,0,0,
legacy_current_default__ni_k2_r4,L1,56961,9578,0.16815013781359175
legacy_current_default__ni_k2_r4,L2,42151,9134,0.21669711276126308
legacy_current_default__ni_k2_r4,L3,32568,7878,0.24189388356669123
legacy_current_default__ni_k2_r4,L4,17383,4878,0.28061899557038483
legacy_current_default__ni_k2_r4,L5,41112,9167,0.22297625997275736
legacy_current_default__ni_k2_r4,R1,65498,11289,0.1723564078292467
legacy_current_default__ni_k2_r4,R2,58395,12588,0.21556640123298226
legacy_current_default__ni_k2_r4,R3,48125,11261,0.2339948051948052
legacy_current_default__ni_k2_r4,R4,31856,7961,0.2499058262179809
legacy_current_default__ni_k2_r4,R5,40324,8527,0.21146215653209008
legacy_current_default__ni_k2_r4,NA,0,0,
legacy_current_default__ni_k3_r1,L1,56961,1796,0.03153034532399361
legacy_current_default__ni_k3_r1,L2,42151,3694,0.0876373039785533
legacy_current_default__ni_k3_r1,L3,32568,3734,0.1146524195529354
legacy_current_default__ni_k3_r1,L4,17383,2484,0.14289823390669046
legacy_current_default__ni_k3_r1,L5,41112,3892,0.09466822338976455
legacy_current_default__ni_k3_r1,R1,65498,1801,0.02749702280985679
legacy_current_default__ni_k3_r1,R2,58395,5509,0.09434026885863515
legacy_current_default__ni_k3_r1,R3,48125,5447,0.11318441558441558
legacy_current_default__ni_k3_r1,R4,31856,3638,0.11420140632847815
legacy_current_default__ni_k3_r1,R5,40324,3005,0.07452137684753497
legacy_current_default__ni_k3_r1,NA,0,0,
legacy_current_default__ni_k3_r2,L1,56961,1796,0.03153034532399361
legacy_current_default__ni_k3_r2,L2,42151,3694,0.0876373039785533
legacy_current_default__ni_k3_r2,L3,32568,3734,0.1146524195529354
legacy_current_default__ni_k3_r2,L4,17383,2484,0.14289823390669046
legacy_current_default__ni_k3_r2,L5,41112,3892,0.09466822338976455
legacy_current_default__ni_k3_r2,R1,65498,1801,0.02749702280985679
legacy_current_default__ni_k3_r2,R2,58395,5509,0.09434026885863515
legacy_current_default__ni_k3_r2,R3,48125,5447,0.11318441558441558
legacy_current_default__ni_k3_r2,R4,31856,3638,0.11420140632847815
legacy_current_default__ni_k3_r2,R5,40324,3005,0.07452137684753497
legacy_current_default__ni_k3_r2,NA,0,0,
legacy_current_default__ni_k3_r4,L1,56961,2950,0.05178982110566879
legacy_current_default__ni_k3_r4,L2,42151,4521,0.10725724182107187
legacy_current_default__ni_k3_r4,L3,32568,4351,0.13359739621714567
legacy_current_default__ni_k3_r4,L4,17383,2886,0.16602427659207272
legacy_current_default__ni_k3_r4,L5,41112,4670,0.11359213854835572
legacy_current_default__ni_k3_r4,R1,65498,3201,0.04887172127393203
legacy_current_default__ni_k3_r4,R2,58395,6477,0.11091703056768559
legacy_current_default__ni_k3_r4,R3,48125,6343,0.1318025974025974
legacy_current_default__ni_k3_r4,R4,31856,4315,0.13545328980411853
legacy_current_default__ni_k3_r4,R5,40324,3856,0.09562543398472374
legacy_current_default__ni_k3_r4,NA,0,0,
legacy_current_default__ni_k5_r1,L1,56961,1796,0.03153034532399361
legacy_current_default__ni_k5_r1,L2,42151,3694,0.0876373039785533
legacy_current_default__ni_k5_r1,L3,32568,3734,0.1146524195529354
legacy_current_default__ni_k5_r1,L4,17383,2484,0.14289823390669046
legacy_current_default__ni_k5_r1,L5,41112,3892,0.09466822338976455
legacy_current_default__ni_k5_r1,R1,65498,1801,0.02749702280985679
legacy_current_default__ni_k5_r1,R2,58395,5509,0.09434026885863515
legacy_current_default__ni_k5_r1,R3,48125,5447,0.11318441558441558
legacy_current_default__ni_k5_r1,R4,31856,3638,0.11420140632847815
legacy_current_default__ni_k5_r1,R5,40324,3005,0.07452137684753497
legacy_current_default__ni_k5_r1,NA,0,0,
legacy_current_default__ni_k5_r2,L1,56961,1796,0.03153034532399361
legacy_current_default__ni_k5_r2,L2,42151,3694,0.0876373039785533
legacy_current_default__ni_k5_r2,L3,32568,3734,0.1146524195529354
legacy_current_default__ni_k5_r2,L4,17383,2484,0.14289823390669046
legacy_current_default__ni_k5_r2,L5,41112,3892,0.09466822338976455
legacy_current_default__ni_k5_r2,R1,65498,1801,0.02749702280985679
legacy_current_default__ni_k5_r2,R2,58395,5509,0.09434026885863515
legacy_current_default__ni_k5_r2,R3,48125,5447,0.11318441558441558
legacy_current_default__ni_k5_r2,R4,31856,3638,0.11420140632847815
legacy_current_default__ni_k5_r2,R5,40324,3005,0.07452137684753497
legacy_current_default__ni_k5_r2,NA,0,0,
legacy_current_default__ni_k5_r4,L1,56961,1889,0.03316304137918927
legacy_current_default__ni_k5_r4,L2,42151,3770,0.08944034542478232
legacy_current_default__ni_k5_r4,L3,32568,3793,0.11646401375583394
legacy_current_default__ni_k5_r4,L4,17383,2518,0.14485416786515562
legacy_current_default__ni_k5_r4,L5,41112,3981,0.09683304144775248
legacy_current_default__ni_k5_r4,R1,65498,1937,0.0295734220892241
legacy_current_default__ni_k5_r4,R2,58395,5603,0.09594999571881155
legacy_current_default__ni_k5_r4,R3,48125,5551,0.11534545454545454
legacy_current_default__ni_k5_r4,R4,31856,3718,0.11671270718232044
legacy_current_default__ni_k5_r4,R5,40324,3100,0.07687729391925405
legacy_current_default__ni_k5_r4,NA,0,0,
bl_span_practical__ni_k2_r1,L1,56961,6927,0.12160952230473482
bl_span_practical__ni_k2_r1,L2,42151,5577,0.13231002823183316
bl_span_practical__ni_k2_r1,L3,32568,5281,0.1621530336526652
bl_span_practical__ni_k2_r1,L4,17383,4216,0.24253581084968073
bl_span_practical__ni_k2_r1,L5,41112,9702,0.23598949211908932
bl_span_practical__ni_k2_r1,R1,65498,5332,0.08140706586460655
bl_span_practical__ni_k2_r1,R2,58395,5438,0.09312441133658704
bl_span_practical__ni_k2_r1,R3,48125,5375,0.11168831168831168
bl_span_practical__ni_k2_r1,R4,31856,4496,0.1411351079859367
bl_span_practical__ni_k2_r1,R5,40324,5288,0.13113778395000497
bl_span_practical__ni_k2_r1,NA,0,0,
bl_span_practical__ni_k2_r2,L1,56961,9117,0.16005688102385843
bl_span_practical__ni_k2_r2,L2,42151,7119,0.16889279020663803
bl_span_practical__ni_k2_r2,L3,32568,6464,0.19847703267010564
bl_span_practical__ni_k2_r2,L4,17383,4864,0.2798136109992521
bl_span_practical__ni_k2_r2,L5,41112,11107,0.2701644288772135
bl_span_practical__ni_k2_r2,R1,65498,8040,0.12275183975083209
bl_span_practical__ni_k2_r2,R2,58395,7647,0.1309529925507321
bl_span_practical__ni_k2_r2,R3,48125,7159,0.14875844155844156
bl_span_practical__ni_k2_r2,R4,31856,5779,0.18141009542943246
bl_span_practical__ni_k2_r2,R5,40324,6876,0.1705187977383196
bl_span_practical__ni_k2_r2,NA,0,0,
bl_span_practical__ni_k2_r4,L1,56961,12813,0.22494338231421498
bl_span_practical__ni_k2_r4,L2,42151,9819,0.23294821000688
bl_span_practical__ni_k2_r4,L3,32568,8512,0.2613608450012282
bl_span_practical__ni_k2_r4,L4,17383,5966,0.3432088822412702
bl_span_practical__ni_k2_r4,L5,41112,13441,0.32693617435298694
bl_span_practical__ni_k2_r4,R1,65498,12641,0.19299825948883936
bl_span_practical__ni_k2_r4,R2,58395,11397,0.19517081941947084
bl_span_practical__ni_k2_r4,R3,48125,10293,0.21388051948051948
bl_span_practical__ni_k2_r4,R4,31856,7988,0.2507533902561527
bl_span_practical__ni_k2_r4,R5,40324,9611,0.23834441027675826
bl_span_practical__ni_k2_r4,NA,0,0,
bl_span_practical__ni_k3_r1,L1,56961,5101,0.0895525008339039
bl_span_practical__ni_k3_r1,L2,42151,4343,0.10303432896016702
bl_span_practical__ni_k3_r1,L3,32568,4352,0.13362810120363547
bl_span_practical__ni_k3_r1,L4,17383,3687,0.2121037795547374
bl_span_practical__ni_k3_r1,L5,41112,8556,0.2081144191476941
bl_span_practical__ni_k3_r1,R1,65498,2794,0.04265779107759016
bl_span_practical__ni_k3_r1,R2,58395,3701,0.06337871393098725
bl_span_practical__ni_k3_r1,R3,48125,3945,0.08197402597402598
bl_span_practical__ni_k3_r1,R4,31856,3394,0.10654193872425917
bl_span_practical__ni_k3_r1,R5,40324,3959,0.09817974407300863
bl_span_practical__ni_k3_r1,NA,0,0,
bl_span_practical__ni_k3_r2,L1,56961,5679,0.09969979459630274
bl_span_practical__ni_k3_r2,L2,42151,4754,0.1127849873075372
bl_span_practical__ni_k3_r2,L3,32568,4686,0.14388356669123065
bl_span_practical__ni_k3_r2,L4,17383,3882,0.2233216360812288
bl_span_practical__ni_k3_r2,L5,41112,8906,0.21662774858921968
bl_span_practical__ni_k3_r2,R1,65498,3500,0.0534367461601881
bl_span_practical__ni_k3_r2,R2,58395,4250,0.07278020378457059
bl_span_practical__ni_k3_r2,R3,48125,4407,0.09157402597402597
bl_span_practical__ni_k3_r2,R4,31856,3720,0.1167754897036665
bl_span_practical__ni_k3_r2,R5,40324,4388,0.10881856958635056
bl_span_practical__ni_k3_r2,NA,0,0,
bl_span_practical__ni_k3_r4,L1,56961,6728,0.11811590386404733
bl_span_practical__ni_k3_r4,L2,42151,5527,0.1311238167540509
bl_span_practical__ni_k3_r4,L3,32568,5261,0.16153893392286908
bl_span_practical__ni_k3_r4,L4,17383,4235,0.24362883276764655
bl_span_practical__ni_k3_r4,L5,41112,9584,0.23311928390737496
bl_span_practical__ni_k3_r4,R1,65498,4831,0.07375797734281962
bl_span_practical__ni_k3_r4,R2,58395,5256,0.09000770613922425
bl_span_practical__ni_k3_r4,R3,48125,5321,0.11056623376623377
bl_span_practical__ni_k3_r4,R4,31856,4387,0.1377134605725766
bl_span_practical__ni_k3_r4,R5,40324,5190,0.1287074694970737
bl_span_practical__ni_k3_r4,NA,0,0,
bl_span_practical__ni_k5_r1,L1,56961,4609,0.08091501202577202
bl_span_practical__ni_k5_r1,L2,42151,3953,0.0937818794334654
bl_span_practical__ni_k5_r1,L3,32568,4089,0.1255526897568165
bl_span_practical__ni_k5_r1,L4,17383,3510,0.2019214174768452
bl_span_practical__ni_k5_r1,L5,41112,8220,0.19994162288382955
bl_span_practical__ni_k5_r1,R1,65498,2033,0.03103911569818926
bl_span_practical__ni_k5_r1,R2,58395,3230,0.055312954876273655
bl_span_practical__ni_k5_r1,R3,48125,3555,0.07387012987012986
bl_span_practical__ni_k5_r1,R4,31856,3086,0.09687343043696635
bl_span_practical__ni_k5_r1,R5,40324,3581,0.08880567404027379
bl_span_practical__ni_k5_r1,NA,0,0,
bl_span_practical__ni_k5_r2,L1,56961,4674,0.08205614367725286
bl_span_practical__ni_k5_r2,L2,42151,3993,0.0947308486156912
bl_span_practical__ni_k5_r2,L3,32568,4133,0.12690370916236796
bl_span_practical__ni_k5_r2,L4,17383,3536,0.20341713168037737
bl_span_practical__ni_k5_r2,L5,41112,8253,0.20074430823117337
bl_span_practical__ni_k5_r2,R1,65498,2112,0.0322452593972335
bl_span_practical__ni_k5_r2,R2,58395,3285,0.05625481633701516
bl_span_practical__ni_k5_r2,R3,48125,3608,0.07497142857142858
bl_span_practical__ni_k5_r2,R4,31856,3119,0.0979093420391763
bl_span_practical__ni_k5_r2,R5,40324,3623,0.08984723737724432
bl_span_practical__ni_k5_r2,NA,0,0,
bl_span_practical__ni_k5_r4,L1,56961,4763,0.08361861624620354
bl_span_practical__ni_k5_r4,L2,42151,4066,0.0964627173732533
bl_span_practical__ni_k5_r4,L3,32568,4204,0.1290837632031442
bl_span_practical__ni_k5_r4,L4,17383,3568,0.2052580107001093
bl_span_practical__ni_k5_r4,L5,41112,8339,0.20283615489394824
bl_span_practical__ni_k5_r4,R1,65498,2257,0.034459067452441296
bl_span_practical__ni_k5_r4,R2,58395,3395,0.058138539258498156
bl_span_practical__ni_k5_r4,R3,48125,3731,0.07752727272727272
bl_span_practical__ni_k5_r4,R4,31856,3206,0.10064038171772978
bl_span_practical__ni_k5_r4,R5,40324,3718,0.09220315444896339
bl_span_practical__ni_k5_r4,NA,0,0,
bl_span_comfortable__ni_k2_r1,L1,56961,9023,0.15840662909710151
bl_span_comfortable__ni_k2_r1,L2,42151,8469,0.20092050010675902
bl_span_comfortable__ni_k2_r1,L3,32568,8684,0.26664210267747485
bl_span_comfortable__ni_k2_r1,L4,17383,5624,0.3235344877178853
bl_span_comfortable__ni_k2_r1,L5,41112,12558,0.3054582603619381
bl_span_comfortable__ni_k2_r1,R1,65498,7477,0.11415615743992183
bl_span_comfortable__ni_k2_r1,R2,58395,9173,0.15708536689785085
bl_span_comfortable__ni_k2_r1,R3,48125,9235,0.1918961038961039
bl_span_comfortable__ni_k2_r1,R4,31856,7400,0.23229532898041186
bl_span_comfortable__ni_k2_r1,R5,40324,7970,0.19764904275369508
bl_span_comfortable__ni_k2_r1,NA,0,0,
bl_span_comfortable__ni_k2_r2,L1,56961,11125,0.1953090711188357
bl_span_comfortable__ni_k2_r2,L2,42151,9858,0.2338734549595502
bl_span_comfortable__ni_k2_r2,L3,32568,9693,0.29762343404568903
bl_span_comfortable__ni_k2_r2,L4,17383,6180,0.35551976068572744
bl_span_comfortable__ni_k2_r2,L5,41112,13781,0.335206265810469
bl_span_comfortable__ni_k2_r2,R1,65498,10039,0.15327185562917953
bl_span_comfortable__ni_k2_r2,R2,58395,11129,0.19058138539258498
bl_span_comfortable__ni_k2_r2,R3,48125,10766,0.2237090909090909
bl_span_comfortable__ni_k2_r2,R4,31856,8530,0.26776745354093423
bl_span_comfortable__ni_k2_r2,R5,40324,9407,0.23328538835432994
bl_span_comfortable__ni_k2_r2,NA,0,0,
bl_span_comfortable__ni_k2_r4,L1,56961,14612,0.25652639525289234
bl_span_comfortable__ni_k2_r4,L2,42151,12293,0.2916419539275462
bl_span_comfortable__ni_k2_r4,L3,32568,11424,0.3507737656595431
bl_span_comfortable__ni_k2_r4,L4,17383,7142,0.4108611862164183
bl_span_comfortable__ni_k2_r4,L5,41112,15828,0.38499708114419146
bl_span_comfortable__ni_k2_r4,R1,65498,14402,0.219884576628294
bl_span_comfortable__ni_k2_r4,R2,58395,14484,0.2480349344978166
bl_span_comfortable__ni_k2_r4,R3,48125,13450,0.2794805194805195
bl_span_comfortable__ni_k2_r4,R4,31856,10429,0.3273794575590156
bl_span_comfortable__ni_k2_r4,R5,40324,11887,0.2947872234897332
bl_span_comfortable__ni_k2_r4,NA,0,0,
bl_span_comfortable__ni_k3_r1,L1,56961,7308,0.12829830936956865
bl_span_comfortable__ni_k3_r1,L2,42151,7383,0.17515598680932837
bl_span_comfortable__ni_k3_r1,L3,32568,7902,0.24263080324244657
bl_span_comfortable__ni_k3_r1,L4,17383,5161,0.29689926940113903
bl_span_comfortable__ni_k3_r1,L5,41112,11552,0.2809885191671531
bl_span_comfortable__ni_k3_r1,R1,65498,5083,0.07760542306635317
bl_span_comfortable__ni_k3_r1,R2,58395,7617,0.13043924993578218
bl_span_comfortable__ni_k3_r1,R3,48125,7998,0.16619220779220778
bl_span_comfortable__ni_k3_r1,R4,31856,6456,0.20266197890507281
bl_span_comfortable__ni_k3_r1,R5,40324,6786,0.16828687630195416
bl_span_comfortable__ni_k3_r1,NA,0,0,
bl_span_comfortable__ni_k3_r2,L1,56961,7862,0.13802426221449765
bl_span_comfortable__ni_k3_r2,L2,42151,7754,0.18395767597447274
bl_span_comfortable__ni_k3_r2,L3,32568,8182,0.25122819945959224
bl_span_comfortable__ni_k3_r2,L4,17383,5326,0.30639130184663177
bl_span_comfortable__ni_k3_r2,L5,41112,11848,0.28818836349484334
bl_span_comfortable__ni_k3_r2,R1,65498,5758,0.08791108125438944
bl_span_comfortable__ni_k3_r2,R2,58395,8105,0.13879612980563405
bl_span_comfortable__ni_k3_r2,R3,48125,8399,0.17452467532467533
bl_span_comfortable__ni_k3_r2,R4,31856,6742,0.21163987945755902
bl_span_comfortable__ni_k3_r2,R5,40324,7176,0.17795853585953775
bl_span_comfortable__ni_k3_r2,NA,0,0,
bl_span_comfortable__ni_k3_r4,L1,56961,8842,0.1552290163445164
bl_span_comfortable__ni_k3_r4,L2,42151,8445,0.20035111859742355
bl_span_comfortable__ni_k3_r4,L3,32568,8664,0.2660280029476787
bl_span_comfortable__ni_k3_r4,L4,17383,5636,0.32422481735028474
bl_span_comfortable__ni_k3_r4,L5,41112,12450,0.30283129013426735
bl_span_comfortable__ni_k3_r4,R1,65498,7021,0.10719411279733733
bl_span_comfortable__ni_k3_r4,R2,58395,8998,0.1540885349773097
bl_span_comfortable__ni_k3_r4,R3,48125,9182,0.19079480519480518
bl_span_comfortable__ni_k3_r4,R4,31856,7319,0.22975263686589653
bl_span_comfortable__ni_k3_r4,R5,40324,7891,0.19568991171510763
bl_span_comfortable__ni_k3_r4,NA,0,0,
bl_span_comfortable__ni_k5_r1,L1,56961,6847,0.12020505257983533
bl_span_comfortable__ni_k5_r1,L2,42151,7036,0.1669236791535195
bl_span_comfortable__ni_k5_r1,L3,32568,7675,0.23566077130926064
bl_span_comfortable__ni_k5_r1,L4,17383,5008,0.2880975665880458
bl_span_comfortable__ni_k5_r1,L5,41112,11254,0.2737400272426542
bl_span_comfortable__ni_k5_r1,R1,65498,4364,0.06662798864087453
bl_span_comfortable__ni_k5_r1,R2,58395,7203,0.12334960184947341
bl_span_comfortable__ni_k5_r1,R3,48125,7664,0.15925194805194806
bl_span_comfortable__ni_k5_r1,R4,31856,6179,0.1939665996986439
bl_span_comfortable__ni_k5_r1,R5,40324,6451,0.1599791687332606
bl_span_comfortable__ni_k5_r1,NA,0,0,
bl_span_comfortable__ni_k5_r2,L1,56961,6908,0.12127596074507119
bl_span_comfortable__ni_k5_r2,L2,42151,7074,0.167825199876634
bl_span_comfortable__ni_k5_r2,L3,32568,7714,0.23685826578236305
bl_span_comfortable__ni_k5_r2,L4,17383,5031,0.2894206983834781
bl_span_comfortable__ni_k5_r2,L5,41112,11282,0.2744210935979763
bl_span_comfortable__ni_k5_r2,R1,65498,4443,0.06783413233991878
bl_span_comfortable__ni_k5_r2,R2,58395,7252,0.12418871478722493
bl_span_comfortable__ni_k5_r2,R3,48125,7713,0.16027012987012987
bl_span_comfortable__ni_k5_r2,R4,31856,6208,0.19487694625816174
bl_span_comfortable__ni_k5_r2,R5,40324,6488,0.16089673643487748
bl_span_comfortable__ni_k5_r2,NA,0,0,
bl_span_comfortable__ni_k5_r4,L1,56961,6991,0.12273309808465441
bl_span_comfortable__ni_k5_r4,L2,42151,7139,0.16936727479775093
bl_span_comfortable__ni_k5_r4,L3,32568,7777,0.23879267993122083
bl_span_comfortable__ni_k5_r4,L4,17383,5059,0.29103146752574355
bl_span_comfortable__ni_k5_r4,L5,41112,11360,0.2763183498735162
bl_span_comfortable__ni_k5_r4,R1,65498,4583,0.0699716021863263
bl_span_comfortable__ni_k5_r4,R2,58395,7351,0.12588406541655964
bl_span_comfortable__ni_k5_r4,R3,48125,7819,0.16247272727272727
bl_span_comfortable__ni_k5_r4,R4,31856,6283,0.19723129080863888
bl_span_comfortable__ni_k5_r4,R5,40324,6577,0.16310385874417221
bl_span_comfortable__ni_k5_r4,NA,0,0,
bl_span_relative__ni_k2_r1,L1,56961,24155,0.42406207756184056
bl_span_relative__ni_k2_r1,L2,42151,19563,0.4641171027970867
bl_span_relative__ni_k2_r1,L3,32568,14832,0.45541635961680177
bl_span_relative__ni_k2_r1,L4,17383,8614,0.49554162112408673
bl_span_relative__ni_k2_r1,L5,41112,23966,0.5829441525588636
bl_span_relative__ni_k2_r1,R1,65498,26576,0.40575284741518824
bl_span_relative__ni_k2_r1,R2,58395,21641,0.3705967976710335
bl_span_relative__ni_k2_r1,R3,48125,19610,0.4074805194805195
bl_span_relative__ni_k2_r1,R4,31856,13762,0.43200652938222
bl_span_relative__ni_k2_r1,R5,40324,20821,0.5163426247396091
bl_span_relative__ni_k2_r1,NA,0,0,
bl_span_relative__ni_k2_r2,L1,56961,25548,0.44851740664665296
bl_span_relative__ni_k2_r2,L2,42151,20469,0.4856112547745012
bl_span_relative__ni_k2_r2,L3,32568,15537,0.47706337509211494
bl_span_relative__ni_k2_r2,L4,17383,9000,0.5177472242996031
bl_span_relative__ni_k2_r2,L5,41112,24654,0.5996789258610624
bl_span_relative__ni_k2_r2,R1,65498,28161,0.4299520596048734
bl_span_relative__ni_k2_r2,R2,58395,22992,0.3937323400976111
bl_span_relative__ni_k2_r2,R3,48125,20667,0.42944415584415585
bl_span_relative__ni_k2_r2,R4,31856,14549,0.4567114515318935
bl_span_relative__ni_k2_r2,R5,40324,21653,0.5369754984624541
bl_span_relative__ni_k2_r2,NA,0,0,
bl_span_relative__ni_k2_r4,L1,56961,27773,0.4875792208704201
bl_span_relative__ni_k2_r4,L2,42151,22000,0.521933050224194
bl_span_relative__ni_k2_r4,L3,32568,16731,0.5137251289609432
bl_span_relative__ni_k2_r4,L4,17383,9661,0.5557728815509406
bl_span_relative__ni_k2_r4,L5,41112,25834,0.6283810079782058
bl_span_relative__ni_k2_r4,R1,65498,30859,0.47114415707349844
bl_span_relative__ni_k2_r4,R2,58395,25397,0.43491737306276224
bl_span_relative__ni_k2_r4,R3,48125,22497,0.46747012987012987
bl_span_relative__ni_k2_r4,R4,31856,15898,0.49905826217980914
bl_span_relative__ni_k2_r4,R5,40324,23077,0.5722894554111695
bl_span_relative__ni_k2_r4,NA,0,0,
bl_span_relative__ni_k3_r1,L1,56961,23048,0.40462772774354383
bl_span_relative__ni_k3_r1,L2,42151,18883,0.44798462669924793
bl_span_relative__ni_k3_r1,L3,32568,14293,0.43886637189879635
bl_span_relative__ni_k3_r1,L4,17383,8281,0.47638497382500145
bl_span_relative__ni_k3_r1,L5,41112,23368,0.568398521113057
bl_span_relative__ni_k3_r1,R1,65498,24997,0.3816452410760634
bl_span_relative__ni_k3_r1,R2,58395,20569,0.35223906156349005
bl_span_relative__ni_k3_r1,R3,48125,18725,0.3890909090909091
bl_span_relative__ni_k3_r1,R4,31856,13079,0.41056629834254144
bl_span_relative__ni_k3_r1,R5,40324,20100,0.49846245412161494
bl_span_relative__ni_k3_r1,NA,0,0,
bl_span_relative__ni_k3_r2,L1,56961,23414,0.411053176734959
bl_span_relative__ni_k3_r2,L2,42151,19130,0.4538445113994923
bl_span_relative__ni_k3_r2,L3,32568,14484,0.4447310243183493
bl_span_relative__ni_k3_r2,L4,17383,8389,0.48259794051659666
bl_span_relative__ni_k3_r2,L5,41112,23546,0.5727281572290329
bl_span_relative__ni_k3_r2,R1,65498,25386,0.3875843537207243
bl_span_relative__ni_k3_r2,R2,58395,20890,0.3577361075434541
bl_span_relative__ni_k3_r2,R3,48125,19002,0.3948467532467532
bl_span_relative__ni_k3_r2,R4,31856,13273,0.416656202913109
bl_span_relative__ni_k3_r2,R5,40324,20333,0.5042406507290943
bl_span_relative__ni_k3_r2,NA,0,0,
bl_span_relative__ni_k3_r4,L1,56961,24038,0.42200804058917507
bl_span_relative__ni_k3_r4,L2,42151,19583,0.46459158738819956
bl_span_relative__ni_k3_r4,L3,32568,14816,0.4549250798329649
bl_span_relative__ni_k3_r4,L4,17383,8597,0.49456365414485415
bl_span_relative__ni_k3_r4,L5,41112,23899,0.5813144580657715
bl_span_relative__ni_k3_r4,R1,65498,26160,0.39940150844300587
bl_span_relative__ni_k3_r4,R2,58395,21513,0.36840482918058054
bl_span_relative__ni_k3_r4,R3,48125,19534,0.4059012987012987
bl_span_relative__ni_k3_r4,R4,31856,13663,0.42889879457559016
bl_span_relative__ni_k3_r4,R5,40324,20734,0.5141851006844559
bl_span_relative__ni_k3_r4,NA,0,0,
bl_span_relative__ni_k5_r1,L1,56961,22754,0.3994663015045382
bl_span_relative__ni_k5_r1,L2,42151,18651,0.44248060544233825
bl_span_relative__ni_k5_r1,L3,32568,14133,0.4339535740604274
bl_span_relative__ni_k5_r1,L4,17383,8175,0.47028706207213944
bl_span_relative__ni_k5_r1,L5,41112,23192,0.5641175325938899
bl_span_relative__ni_k5_r1,R1,65498,24539,0.37465266114995877
bl_span_relative__ni_k5_r1,R2,58395,20270,0.34711876016782256
bl_span_relative__ni_k5_r1,R3,48125,18492,0.3842493506493507
bl_span_relative__ni_k5_r1,R4,31856,12892,0.4046961325966851
bl_span_relative__ni_k5_r1,R5,40324,19892,0.4933042356909037
bl_span_relative__ni_k5_r1,NA,0,0,
bl_span_relative__ni_k5_r2,L1,56961,22797,0.40022120398167166
bl_span_relative__ni_k5_r2,L2,42151,18678,0.44312115964034066
bl_span_relative__ni_k5_r2,L3,32568,14159,0.4347519037091624
bl_span_relative__ni_k5_r2,L4,17383,8189,0.47109244664327216
bl_span_relative__ni_k5_r2,L5,41112,23211,0.5645796847635727
bl_span_relative__ni_k5_r2,R1,65498,24583,0.3753244373874011
bl_span_relative__ni_k5_r2,R2,58395,20308,0.3477695008134258
bl_span_relative__ni_k5_r2,R3,48125,18529,0.3850181818181818
bl_span_relative__ni_k5_r2,R4,31856,12911,0.4052925665494726
bl_span_relative__ni_k5_r2,R5,40324,19917,0.4939242138676719
bl_span_relative__ni_k5_r2,NA,0,0,
bl_span_relative__ni_k5_r4,L1,56961,22851,0.40116922104597885
bl_span_relative__ni_k5_r4,L2,42151,18718,0.44407012882256647
bl_span_relative__ni_k5_r4,L3,32568,14199,0.43598010316875463
bl_span_relative__ni_k5_r4,L4,17383,8209,0.4722429960306046
bl_span_relative__ni_k5_r4,L5,41112,23257,0.5656985794901732
bl_span_relative__ni_k5_r4,R1,65498,24664,0.3765611163699655
bl_span_relative__ni_k5_r4,R2,58395,20376,0.3489339840739789
bl_span_relative__ni_k5_r4,R3,48125,18607,0.38663896103896106
bl_span_relative__ni_k5_r4,R4,31856,12960,0.40683073832245104
bl_span_relative__ni_k5_r4,R5,40324,19976,0.49538736236484476
bl_span_relative__ni_k5_r4,NA,0,0,
bl_crossing__ni_k2_r1,L1,56961,2716,0.047681747160337774
bl_crossing__ni_k2_r1,L2,42151,2871,0.06811226305425731
bl_crossing__ni_k2_r1,L3,32568,2827,0.08680299680668141
bl_crossing__ni_k2_r1,L4,17383,2025,0.11649312546741068
bl_crossing__ni_k2_r1,L5,41112,3402,0.08274956217162872
bl_crossing__ni_k2_r1,R1,65498,3555,0.05427646645699105
bl_crossing__ni_k2_r1,R2,58395,3659,0.06265947427005737
bl_crossing__ni_k2_r1,R3,48125,3541,0.07357922077922079
